service;name;description;access_level;resource_type_name;resource_type_name_append_wildcard;resource_arn_format
codedeploy;createdeploymentconfig;Create a custom deployment configuration associated with the IAM user.;Write;deploymentconfig;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentconfig:${DeploymentConfigurationName}
codedeploy;createdeploymentgroup;Create a deployment group for an application associated with the IAM user.;Write;deploymentgroup;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;createdeploymentgroup;Create a deployment group for an application associated with the IAM user.;Write;None;False;*
codedeploy;deleteapplication;Delete an application associated with the IAM user.;Write;application;True;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;deletedeploymentconfig;Delete a custom deployment configuration associated with the IAM user.;Write;deploymentconfig;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentconfig:${DeploymentConfigurationName}
codedeploy;deletedeploymentgroup;Delete a deployment group for an application associated with the IAM user.;Write;deploymentgroup;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;deletegithubaccounttoken;Deletes a GitHub account connection.;Write;None;False;*
codedeploy;deregisteronpremisesinstance;Deregister an on-premises instance.;Write;instance;True;arn:${Partition}:codedeploy:${Region}:${Account}:instance:${InstanceName}
codedeploy;getapplication;Get information about a single application associated with the IAM user.;List;application;True;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;getapplicationrevision;Get information about a single application revision for an application associated  with the IAM user.;List;application;True;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;getdeployment;Get information about a single deployment to a deployment group for an application  associated with the IAM user.;List;deploymentgroup;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;getdeploymentconfig;Get information about a single deployment configuration associated with the IAM user.;List;deploymentconfig;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentconfig:${DeploymentConfigurationName}
codedeploy;getdeploymentgroup;Get information about a single deployment group for an application associated with  the IAM user.;List;deploymentgroup;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;getdeploymentinstance;Get information about a single instance in a deployment associated with the IAM user.;List;deploymentgroup;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;getdeploymenttarget;Returns information about a deployment target.;Read;None;False;*
codedeploy;getonpremisesinstance;Get information about a single on-premises instance.;List;instance;True;arn:${Partition}:codedeploy:${Region}:${Account}:instance:${InstanceName}
codedeploy;listapplicationrevisions;Get information about all application revisions for an application associated with  the IAM user.;List;application;True;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;listapplications;Get information about all applications associated with the IAM user.;List;None;False;*
codedeploy;listdeploymentconfigs;Get information about all deployment configurations associated with the IAM user.;List;None;False;*
codedeploy;listdeploymentgroups;Get information about all deployment groups for an application associated with the  IAM user.;List;application;True;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;listdeploymentinstances;Get information about all instances in a deployment associated with the IAM user.;List;deploymentgroup;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;listdeploymenttargets;Returns an array of target IDs that are associated a deployment.;List;None;False;*
codedeploy;listdeployments;Get information about all deployments to a deployment group associated with the IAM  user, or to get all deployments associated with the IAM user.;List;deploymentgroup;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;listgithubaccounttokennames;Lists the names of stored connections to GitHub accounts.;List;None;False;*
codedeploy;listonpremisesinstances;Get a list of one or more on-premises instance names.;List;None;False;*
codedeploy;listtagsforresource;Returns a list of tags for the resource identified by a specified ARN. Tags are used  to organize and categorize your CodeDeploy resources.;List;application;False;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;listtagsforresource;Returns a list of tags for the resource identified by a specified ARN. Tags are used  to organize and categorize your CodeDeploy resources.;List;deploymentgroup;False;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;putlifecycleeventhookexecutionstatus;Notify a lifecycle event hook execution status for associated deployment with the  IAM user.;Write;None;False;*
codedeploy;registerapplicationrevision;Register information about an application revision for an application associated with  the IAM user.;Write;application;True;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;registeronpremisesinstance;Register an on-premises instance.;Write;instance;True;arn:${Partition}:codedeploy:${Region}:${Account}:instance:${InstanceName}
codedeploy;removetagsfromonpremisesinstances;Remove tags from one or more on-premises instances.;Tagging;instance;True;arn:${Partition}:codedeploy:${Region}:${Account}:instance:${InstanceName}
codedeploy;skipwaittimeforinstancetermination;In a blue/green deployment, overrides any specified wait time and starts terminating  instances immediately after the traffic routing is complete.;Write;None;False;*
codedeploy;stopdeployment;Description for StopDeployment;Write;None;False;*
codedeploy;tagresource;Associates the list of tags in the input Tags parameter with the resource identified  by the ResourceArn input parameter.;Tagging;application;False;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;tagresource;Associates the list of tags in the input Tags parameter with the resource identified  by the ResourceArn input parameter.;Tagging;deploymentgroup;False;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;tagresource;Associates the list of tags in the input Tags parameter with the resource identified  by the ResourceArn input parameter.;Tagging;None;False;*
codedeploy;untagresource;Disassociates a resource from a list of tags. The resource is identified by the ResourceArn  input parameter. The tags are identfied by the list of keys in the TagKeys input parameter.;Tagging;application;False;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;untagresource;Disassociates a resource from a list of tags. The resource is identified by the ResourceArn  input parameter. The tags are identfied by the list of keys in the TagKeys input parameter.;Tagging;deploymentgroup;False;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codedeploy;untagresource;Disassociates a resource from a list of tags. The resource is identified by the ResourceArn  input parameter. The tags are identfied by the list of keys in the TagKeys input parameter.;Tagging;None;False;*
codedeploy;updateapplication;Description for UpdateApplication;Write;application;True;arn:${Partition}:codedeploy:${Region}:${Account}:application:${ApplicationName}
codedeploy;updatedeploymentgroup;Change information about a single deployment group for an application associated with  the IAM user.;Write;deploymentgroup;True;arn:${Partition}:codedeploy:${Region}:${Account}:deploymentgroup:${ApplicationName}/${DeploymentGroupName}
codeguru-profiler;configureagent;Grants permission for an agent to register with the orchestration service and retrieve  profiling configuration information;Write;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-profiler;createprofilinggroup;Grants permission to create a profiling group;Write;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-profiler;deleteprofilinggroup;Grants permission to delete a profiling group;Write;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-profiler;describeprofilinggroup;Grants permission to describe a profiling group;Read;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-profiler;getfindingsreport;Grants permission to get a recommendations report;Read;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-profiler;getfindingsreportaccountsummary;Grants permission to get a summary of recent recommendations for each profiling group  in the account;Read;None;False;*
codeguru-profiler;getprofile;Grants permission to get aggregated profiles for a specific profiling group;Read;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-profiler;listfindingsreports;Grants permissions to list the available recommendations reports for a specific profiling  group;List;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-profiler;listprofiletimes;Grants permissions to list the start times of the available aggregated profiles for  a specific profiling group;List;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-profiler;listprofilinggroups;Grants permissions to list profiling groups in the account;List;None;False;*
codeguru-profiler;postagentprofile;Grants permissions to submit a profile collected by an agent belonging to a specific  profiling group for aggregation;Write;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-profiler;updateprofilinggroup;Grants permissions to update a specific profiling group;Write;ProfilingGroup;True;arn:${Partition}:codeguru-profiler:${Region}:${Account}:profilingGroup/${profilingGroupName}
codeguru-reviewer;createconnectiontoken;Grants permission to perform webbased oauth handshake for 3rd party providers.;Read;None;False;*
codeguru-reviewer;describerepositoryassociation;Grants permission to describe a repository association.;Read;None;False;*
codeguru-reviewer;disassociaterepository;Grants permission to disassociate a repository with Amazon CodeGuru Reviewer.;Write;association;True;arn:${Partition}:codeguru-reviewer::${Account}:association:${ResourceId}
codeguru-reviewer;getmetricsdata;Grants permission to view pull request metrics in console.;Read;None;False;*
codeguru-reviewer;listrepositoryassociations;Grants permission to list summary of repository associations.;List;None;False;*
codeguru-reviewer;listthirdpartyrepositories;Grants permission to list 3rd party providers repositories in console.;Read;None;False;*
codepipeline;acknowledgejob;Returns information about a specified job and whether that job has been received by  the job worker.;Write;None;False;*
codepipeline;acknowledgethirdpartyjob;Confirms a job worker has received the specified job. Only used for partner actions.;Write;None;False;*
codepipeline;createcustomactiontype;Create a custom action you can use in the pipelines associated with your AWS account.;Write;actiontype;True;arn:${Partition}:codepipeline:${Region}:${Account}:actiontype:${Owner}/${Category}/${Provider}/${Version}
codepipeline;createcustomactiontype;Create a custom action you can use in the pipelines associated with your AWS account.;Write;None;False;*
codepipeline;createpipeline;Create a uniquely named pipeline.;Write;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;createpipeline;Create a uniquely named pipeline.;Write;None;False;*
codepipeline;deletecustomactiontype;Delete a custom action.;Write;actiontype;True;arn:${Partition}:codepipeline:${Region}:${Account}:actiontype:${Owner}/${Category}/${Provider}/${Version}
codepipeline;deletepipeline;Delete a specified pipeline.;Write;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;deletewebhook;Delete a specified webhook.;Write;webhook;True;arn:${Partition}:codepipeline:${Region}:${Account}:webhook:${WebhookName}
codepipeline;deregisterwebhookwiththirdparty;Remove the registration of a webhook with the third party specified in its configuration.;Write;webhook;True;arn:${Partition}:codepipeline:${Region}:${Account}:webhook:${WebhookName}
codepipeline;disablestagetransition;Prevent revisions from transitioning to the next stage in a pipeline.;Write;stage;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}/${StageName}
codepipeline;enablestagetransition;Enable revisions to transition to the next stage in a pipeline.;Write;stage;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}/${StageName}
codepipeline;getjobdetails;Returns information about a job;Read;None;False;*
codepipeline;getpipeline;Retrieve information about a pipeline structure.;Read;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;getpipelineexecution;Returns information about an execution of a pipeline, including details about artifacts,  the pipeline execution ID, and the name, version, and status of the pipeline;Read;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;getpipelinestate;Retrieve information about the current state of the stages and actions of a pipeline.;Read;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;getthirdpartyjobdetails;Requests the details of a job for a third party action. Only used for partner actions.;Read;None;False;*
codepipeline;listactionexecutions;Returns a list of the most recent action executions that has happened in a pipeline.;Read;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;listactiontypes;Retrieve a summary of all the action types available for pipelines in your account.;Read;actiontype;True;arn:${Partition}:codepipeline:${Region}:${Account}:actiontype:${Owner}/${Category}/${Provider}/${Version}
codepipeline;listpipelineexecutions;Gets a summary of the most recent executions for a pipeline.;List;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;listpipelines;Get a summary of all the pipelines associated with your AWS account.;List;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;listtagsforresource;Lists tags for a CodePipeline resource.;Read;actiontype;False;arn:${Partition}:codepipeline:${Region}:${Account}:actiontype:${Owner}/${Category}/${Provider}/${Version}
codepipeline;listtagsforresource;Lists tags for a CodePipeline resource.;Read;pipeline;False;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;listtagsforresource;Lists tags for a CodePipeline resource.;Read;webhook;False;arn:${Partition}:codepipeline:${Region}:${Account}:webhook:${WebhookName}
codepipeline;listwebhooks;Get all the webhooks associated with your AWS account.;List;webhook;True;arn:${Partition}:codepipeline:${Region}:${Account}:webhook:${WebhookName}
codepipeline;pollforjobs;Returns information about any jobs for AWS CodePipeline to act upon.;Write;actiontype;True;arn:${Partition}:codepipeline:${Region}:${Account}:actiontype:${Owner}/${Category}/${Provider}/${Version}
codepipeline;pollforthirdpartyjobs;Determines whether there are any third party jobs for a job worker to act on. Only  used for partner actions.;Write;None;False;*
codepipeline;putactionrevision;Edit actions within a pipeline.;Write;action;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}/${StageName}/${ActionName}
codepipeline;putapprovalresult;Provides the response to a manual approval request to AWS CodePipeline. Valid responses  include Approved and Rejected.;Write;action;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}/${StageName}/${ActionName}
codepipeline;putjobfailureresult;Represents the failure of a job as returned to the pipeline by a job worker. Only  used for custom actions.;Write;None;False;*
codepipeline;putjobsuccessresult;Represents the success of a job as returned to the pipeline by a job worker. Only  used for custom actions.;Write;None;False;*
codepipeline;putthirdpartyjobfailureresult;Represents the failure of a third party job as returned to the pipeline by a job worker.  Only used for partner actions.;Write;None;False;*
codepipeline;putthirdpartyjobsuccessresult;Represents the success of a third party job as returned to the pipeline by a job worker.  Only used for partner actions.;Write;None;False;*
codepipeline;putwebhook;Create or update a webhook;Write;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;putwebhook;Create or update a webhook;Write;webhook;True;arn:${Partition}:codepipeline:${Region}:${Account}:webhook:${WebhookName}
codepipeline;putwebhook;Create or update a webhook;Write;None;False;*
codepipeline;registerwebhookwiththirdparty;Register a webhook with the third party specified in its configuration.;Write;webhook;True;arn:${Partition}:codepipeline:${Region}:${Account}:webhook:${WebhookName}
codepipeline;retrystageexecution;Resumes the pipeline execution by retrying the last failed actions in a stage;Write;stage;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}/${StageName}
codepipeline;startpipelineexecution;Run the most recent revision through the pipeline.;Write;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;tagresource;Tags a CodePipeline resource.;Tagging;actiontype;False;arn:${Partition}:codepipeline:${Region}:${Account}:actiontype:${Owner}/${Category}/${Provider}/${Version}
codepipeline;tagresource;Tags a CodePipeline resource.;Tagging;pipeline;False;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;tagresource;Tags a CodePipeline resource.;Tagging;webhook;False;arn:${Partition}:codepipeline:${Region}:${Account}:webhook:${WebhookName}
codepipeline;tagresource;Tags a CodePipeline resource.;Tagging;None;False;*
codepipeline;untagresource;Removes a tag from a CodePipeline resource.;Tagging;actiontype;False;arn:${Partition}:codepipeline:${Region}:${Account}:actiontype:${Owner}/${Category}/${Provider}/${Version}
codepipeline;untagresource;Removes a tag from a CodePipeline resource.;Tagging;pipeline;False;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codepipeline;untagresource;Removes a tag from a CodePipeline resource.;Tagging;webhook;False;arn:${Partition}:codepipeline:${Region}:${Account}:webhook:${WebhookName}
codepipeline;untagresource;Removes a tag from a CodePipeline resource.;Tagging;None;False;*
codepipeline;updatepipeline;Update a pipeline with changes to the structure of the pipeline.;Write;pipeline;True;arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName}
codestar;associateteammember;Adds a user to the team for an AWS CodeStar project.;Permissions management;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;createproject;Creates a project with minimal structure, customer policies, and no resources.;Permissions management;None;False;*
codestar;deleteextendedaccess;Grants access to extended delete APIs.;Write;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;deleteproject;Deletes a project, including project resources. Does not delete users associated with  the project, but does delete the IAM roles that allowed access to the project.;Permissions management;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;describeproject;Describes a project and its resources.;Read;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;describeuserprofile;Describes a user in AWS CodeStar and the user attributes across all projects.;Read;None;False;*
codestar;disassociateteammember;Removes a user from a project. Removing a user from a project also removes the IAM  policies from that user that allowed access to the project and its resources.;Permissions management;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;getextendedaccess;Grants access to extended read APIs.;Read;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;listprojects;Lists all projects in CodeStar associated with your AWS account.;List;None;False;*
codestar;listresources;Lists all resources associated with a project in CodeStar.;List;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;listtagsforproject;Lists the tags associated with a project in CodeStar.;List;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;listteammembers;Lists all team members associated with a project.;List;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;listuserprofiles;Lists user profiles in AWS CodeStar.;List;None;False;*
codestar;putextendedaccess;Grants access to extended write APIs.;Write;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;tagproject;Adds tags to a project in CodeStar.;Tagging;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;tagproject;Adds tags to a project in CodeStar.;Tagging;None;False;*
codestar;untagproject;Removes tags from a project in CodeStar.;Tagging;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;untagproject;Removes tags from a project in CodeStar.;Tagging;None;False;*
codestar;updateproject;Updates a project in CodeStar.;Write;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar;updateteammember;Updates team member attributes within a CodeStar project.;Permissions management;project;True;arn:${Partition}:codestar:${Region}:${Account}:project/${ProjectId}
codestar-notifications;createnotificationrule;Grants permission to create a notification rule for a resource;Write;notificationrule;True;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId}
codestar-notifications;createnotificationrule;Grants permission to create a notification rule for a resource;Write;None;False;*
codestar-notifications;deletenotificationrule;Grants permission to delete a notification rule for a resource;Write;notificationrule;True;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId}
codestar-notifications;deletenotificationrule;Grants permission to delete a notification rule for a resource;Write;None;False;*
codestar-notifications;deletetarget;Grants permission to delete a target for a notification rule;Write;None;False;*
codestar-notifications;describenotificationrule;Grants permission to get information about a notification rule;Read;notificationrule;True;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId}
codestar-notifications;describenotificationrule;Grants permission to get information about a notification rule;Read;None;False;*
codestar-notifications;listeventtypes;Grants permission to list notifications event types;List;None;False;*
codestar-notifications;listnotificationrules;Grants permission to list notification rules in an AWS account;List;None;False;*
codestar-notifications;listtagsforresource;Grants permission to list the tags attached to a notification rule resource ARN;List;notificationrule;True;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId}
codestar-notifications;listtagsforresource;Grants permission to list the tags attached to a notification rule resource ARN;List;None;False;*
codestar-notifications;listtargets;Grants permission to list the notification rule targets for an AWS account;List;None;False;*
codestar-notifications;subscribe;Grants permission to create an association between a notification rule and an Amazon  SNS topic;Write;notificationrule;True;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId}
codestar-notifications;subscribe;Grants permission to create an association between a notification rule and an Amazon  SNS topic;Write;None;False;*
codestar-notifications;tagresource;Grants permission to attach resource tags to a notification rule resource ARN;Tagging;notificationrule;True;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId}
codestar-notifications;tagresource;Grants permission to attach resource tags to a notification rule resource ARN;Tagging;None;False;*
codestar-notifications;unsubscribe;Grants permission to remove an association between a notification rule and an Amazon  SNS topic;Write;notificationrule;True;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId}
codestar-notifications;unsubscribe;Grants permission to remove an association between a notification rule and an Amazon  SNS topic;Write;None;False;*
codestar-notifications;untagresource;Grants permission to disassociate resource tags from a notification rule resource  ARN;Tagging;notificationrule;True;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId}
codestar-notifications;untagresource;Grants permission to disassociate resource tags from a notification rule resource  ARN;Tagging;None;False;*
codestar-notifications;updatenotificationrule;Grants permission to change a notification rule for a resource;Write;notificationrule;True;arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId}
codestar-notifications;updatenotificationrule;Grants permission to change a notification rule for a resource;Write;None;False;*
cognito-identity;createidentitypool;Creates a new identity pool.;Permissions management;None;False;*
cognito-identity;deleteidentities;Deletes identities from an identity pool. You can specify a list of 1-60 identities  that you want to delete.;Permissions management;None;False;*
cognito-identity;deleteidentitypool;Deletes a user pool. Once a pool is deleted, users will not be able to authenticate  with the pool.;Permissions management;identitypool;True;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;describeidentity;Returns metadata related to the given identity, including when the identity was created  and any associated linked logins.;Read;None;False;*
cognito-identity;describeidentitypool;Gets details about a particular identity pool, including the pool name, ID description,  creation date, and current number of users.;Read;identitypool;True;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;getcredentialsforidentity;Returns credentials for the provided identity ID.;Read;None;False;*
cognito-identity;getid;Generates (or retrieves) a Cognito ID. Supplying multiple logins will create an implicit  linked account.;Permissions management;None;False;*
cognito-identity;getidentitypoolroles;Gets the roles for an identity pool.;Read;identitypool;True;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;getopenidtoken;Gets an OpenID token, using a known Cognito ID.;Read;None;False;*
cognito-identity;getopenidtokenfordeveloperidentity;Registers (or retrieves) a Cognito IdentityId and an OpenID Connect token for a user  authenticated by your backend authentication process.;Read;identitypool;True;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;listidentities;Lists the identities in a pool.;List;identitypool;True;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;listidentitypools;Lists all of the Cognito identity pools registered for your account.;List;None;False;*
cognito-identity;listtagsforresource;Lists the tags that are assigned to an Amazon Cognito identity pool.;List;identitypool;False;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;listtagsforresource;Lists the tags that are assigned to an Amazon Cognito identity pool.;List;None;False;*
cognito-identity;lookupdeveloperidentity;Retrieves the IdentityID associated with a DeveloperUserIdentifier or the list of  DeveloperUserIdentifiers associated with an IdentityId for an existing identity.;Read;identitypool;True;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;mergedeveloperidentities;Merges two users having different IdentityIds, existing in the same identity pool,  and identified by the same developer provider.;Permissions management;identitypool;True;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;setidentitypoolroles;Sets the roles for an identity pool. These roles are used when making calls to GetCredentialsForIdentity  action.;Permissions management;None;False;*
cognito-identity;tagresource;Assigns a set of tags to an Amazon Cognito identity pool.;Tagging;identitypool;False;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;tagresource;Assigns a set of tags to an Amazon Cognito identity pool.;Tagging;None;False;*
cognito-identity;unlinkdeveloperidentity;Unlinks a DeveloperUserIdentifier from an existing identity.;Permissions management;identitypool;True;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;unlinkidentity;Unlinks a federated identity from an existing account.;Permissions management;None;False;*
cognito-identity;untagresource;Removes the specified tags from an Amazon Cognito identity pool.;Tagging;identitypool;False;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-identity;untagresource;Removes the specified tags from an Amazon Cognito identity pool.;Tagging;None;False;*
cognito-identity;updateidentitypool;Updates a user pool.;Permissions management;identitypool;True;arn:${Partition}:cognito-identity:${Region}:${Account}:identitypool/${IdentityPoolId}
cognito-idp;addcustomattributes;Adds additional user attributes to the user pool schema.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminaddusertogroup;Adds the specified user to the specified group.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminconfirmsignup;Confirms user registration as an admin without using a confirmation code. Works on  any user.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;admincreateuser;Creates a new user in the specified user pool and sends a welcome message via email  or phone (SMS).;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;admindeleteuser;Deletes a user as an administrator. Works on any user.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;admindeleteuserattributes;Deletes the user attributes in a user pool as an administrator. Works on any user.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;admindisableproviderforuser;Disables the user from signing in with the specified external (SAML or social) identity  provider.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;admindisableuser;Disables the specified user as an administrator. Works on any user.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminenableuser;Enables the specified user as an administrator. Works on any user.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminforgetdevice;Forgets the device, as an administrator.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;admingetdevice;Gets the device, as an administrator.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;admingetuser;Gets the specified user by user name in a user pool as an administrator. Works on  any user.;Read;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;admininitiateauth;Authenticates a user in a user pool as an administrator. Works on any user.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
cognito-idp;adminlinkproviderforuser;Links an existing user account in a user pool (DestinationUser) to an identity from  an external identity provider (SourceUser) based on a specified attribute name and  value from the external identity provider.;Write;userpool;True;arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId}
